,Season Number,Pitch Number,Startup Name,Industry,Business Description,Company Website,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Guest Name
0,1,1,BluePineFoods,Food,Frozen Momos,https://bluepinefoods.com/,3,2,1,0,0.0,Middle,2016,Delhi,Delhi,95.0,8.0,,,50.0,5.0,1000.0,1,1.0,75.0,16.0,,,469.0,3.0,,,25.0,5.33,,0.0,,,0.0,,,25.0,5.33,,25.0,5.33,,0.0,,,0.0,,,,,,,,,
1,1,2,BoozScooters,Vehicles,Renting e-bike for mobility in private spaces,https://www.boozup.net/,1,1,0,0,0.0,Young,2017,Ahmedabad,Gujarat,4.0,0.4,,,40.0,15.0,267.0,1,1.0,40.0,50.0,,,80.0,2.0,,,20.0,25.0,,0.0,,,0.0,,,20.0,25.0,,0.0,,,0.0,,,0.0,,,,,,,,,
2,1,3,HeartUpMySleeves,Beauty,Detachable Sleeves,https://heartupmysleeves.com/,1,0,1,0,0.0,Young,2021,Delhi,Delhi,,2.0,,,25.0,10.0,250.0,1,1.0,25.0,30.0,,,83.0,2.0,,,0.0,,,0.0,,,12.5,15.0,,12.5,15.0,,0.0,,,0.0,,,0.0,,,,,,,,,
3,1,4,TagzFoods,Food,Healthy Potato Chips Snacks,https://tagzfoods.com/,2,2,0,0,0.0,Middle,2019,Bangalore,Karnataka,700.0,,48.0,,70.0,1.0,7000.0,1,1.0,70.0,2.75,,,2545.0,1.0,,,70.0,2.75,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
4,1,5,HeadAndHeart,Education,Brain Development Course,https://thehnh.in/,4,1,3,0,1.0,Middle,2015,Patiala,Punjab,30.0,,,,50.0,5.0,1000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
5,1,6,Agritourism,Agriculture,Tourism,https://www.agritourism.in/,2,1,1,0,1.0,Middle,2005,Baramati,Maharashtra,79.0,,,,50.0,5.0,1000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
6,1,7,qZenseLabs,Food,Food Freshness Detector,https://www.qzense.com/,2,0,2,0,0.0,Middle,2020,"Delhi,Mohali","Delhi,Punjab",25.0,,,,100.0,0.25,40000.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
7,1,8,Peeschute,Beauty,Disposable Urine Bag,https://www.peeschute.com/,1,1,0,0,0.0,Young,2019,Jalna,Maharashtra,100.0,,,,75.0,4.0,1875.0,1,1.0,75.0,6.0,,,1250.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,75.0,6.0,,0.0,,,0.0,,,,,,,,,
8,1,9,NOCD,Food,Energy Drink,https://www.jouleshealth.com/,2,2,0,0,0.0,Middle,2019,Bangalore,Karnataka,,20.0,,,50.0,2.0,2500.0,1,1.0,20.0,15.0,30.0,,133.0,1.0,,,0.0,,,0.0,,,0.0,,,20.0,15.0,30.0,0.0,,,0.0,,,0.0,,,,,,,,,
9,1,10,CosIQ,Beauty,Intelligent Skincare,https://mycosiq.com/,2,1,1,0,1.0,Middle,2021,Delhi,Delhi,,4.0,75.0,,50.0,7.5,667.0,1,1.0,50.0,25.0,,,200.0,2.0,,,0.0,,,0.0,,,25.0,12.5,,25.0,12.5,,0.0,,,0.0,,,0.0,,,,,,,,,
10,1,11,JhaJiAchaar,Food,Pickle,https://www.jhajistore.com/,2,0,2,0,0.0,Old,2021,Darbhanga,Bihar,,5.0,18.0,,50.0,10.0,500.0,1,1.0,56.6,5.62,,,1007.0,2.0,,,0.0,,,28.3,2.81,,0.0,,,28.3,2.81,,0.0,,,0.0,,,0.0,,,,,,,,,
11,1,12,Bummer,Beauty,Underwear,https://bummer.in/,1,1,0,0,0.0,Young,2020,Ahmedabad,Gujarat,,15.0,70.0,,75.0,4.0,1875.0,1,1.0,75.0,7.5,,,1000.0,2.0,,,0.0,,,37.5,3.75,,0.0,,,0.0,,,37.5,3.75,,0.0,,,0.0,,,,,,,,,
12,1,13,RevampMoto,Vehicles,E-Bike Mitra bud-e RM,https://www.revampmoto.in/,3,3,0,0,0.0,Young,,Nashik,Maharashtra,,0.01,,,100.0,1.0,10000.0,1,1.0,100.0,1.5,,,6667.0,2.0,,,0.0,,,0.0,,,50.0,0.75,,0.0,,,50.0,0.75,,0.0,,,0.0,,,,,,,,,
13,1,14,HungryHead,Food,Restaurant serving 80 types of Maggi,http://www.hungryhead.co.in/,2,2,0,0,0.0,Middle,2013,Mumbai,Maharashtra,,5.5,,,50.0,5.0,1000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
14,1,15,ShrawaniEngineers,Beauty,Belly Button Shaper,https://www.shrawaniengineers.com/,2,1,1,0,1.0,Middle,2019,Nagpur,Maharashtra,50.0,,,,20.0,10.0,200.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
15,1,16,SkippiIcePops,Food,Ice-Pops,https://skippi.in/,2,1,1,0,1.0,Middle,,Hyderabad,Telangana,,6.0,,,45.0,5.0,900.0,1,1.0,100.0,15.0,,,667.0,5.0,,,20.0,3.0,,20.0,3.0,,20.0,3.0,,20.0,3.0,,20.0,3.0,,0.0,,,0.0,,,,,,,,,
16,1,17,Menstrupedia,Education,Menstrual Awareness Comic,https://www.menstrupedia.com/,2,1,1,0,1.0,Middle,,Ahmedabad,Gujarat,115.0,,,,50.0,10.0,500.0,1,1.0,50.0,20.0,,,250.0,1.0,,,0.0,,,50.0,20.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
17,1,18,Hecoll,Beauty,Pollution Resistant Fabric - Healthy Cover For All,https://hecoll.com/,1,0,1,0,0.0,Middle,2019,Hyderabad,Telangana,107.0,,,,100.0,1.0,10000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
18,1,19,RaisingSuperstars,Education,Child Development App,https://raisingsuperstars.com/india-page,2,1,1,0,1.0,Middle,2020,Gurgaon,Haryana,1300.0,,,,100.0,2.0,5000.0,1,1.0,100.0,4.0,,,2500.0,2.0,,,50.0,2.0,,0.0,,,0.0,,,0.0,,,50.0,2.0,,0.0,,,0.0,,,,,,,,,
19,1,20,Torch-it,Education,Gadgets for visually impaired people,https://mytorchit.com/,1,1,0,0,0.0,Middle,2018,Ahmedabad,Gujarat,,1.0,,,75.0,1.0,7500.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
20,1,21,Kavach,Education,Report bullying incidents,,2,1,1,0,,Young,,Gurgaon,Haryana,,,,,5.0,10.0,50.0,1,1.0,5.0,10.0,,,50.0,2.0,,,0.0,,,0.0,,,2.5,5.0,,0.0,,,2.5,5.0,,0.0,,,0.0,,,,,,,,,
21,1,22,LaKheerDeli,Food,Kheer in variety of flavors,https://lakheerdeli.com/,3,1,2,0,0.0,Middle,,Pune,Maharashtra,,6.0,,,50.0,7.5,667.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
22,1,23,BeyondSnack,Food,Kerala Banana Chips,https://www.beyondsnack.in/,1,1,0,0,0.0,Middle,,Thiruvananthapuram,Kerala,,20.6,51.0,,50.0,2.5,2000.0,1,1.0,50.0,2.5,,,2000.0,2.0,,,25.0,1.25,,0.0,,,0.0,,,0.0,,,25.0,1.25,,0.0,,,0.0,,,,,,,,,
23,1,24,VivalyfInnovations,Health,Easy Life Prickless Diabetes Testing Machine,https://vivalyf.in/,2,1,1,0,0.0,Young,,Hyderabad,Telangana,,,,,56.0,7.5,747.0,1,1.0,56.0,33.33,,,168.0,2.0,,,0.0,,,0.0,,,28.0,16.66,,0.0,,,0.0,,,28.0,16.66,,0.0,,,,,,,,,
24,1,25,MotionBreeze,Vehicles,Smart Electric Motorcycle,https://www.motionautomotive.in/,4,4,0,0,0.0,Middle,,Vadodara,Gujarat,0.0,,,,30.0,3.0,1000.0,1,1.0,30.0,6.0,,,500.0,1.0,,,30.0,6.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
25,1,26,Altor,Manufacturing,Smart Helmets,https://www.altorsmarthelmet.com/,4,4,0,0,0.0,Young,2019,Kolkata,West Bengal,,,,,50.0,5.0,1000.0,1,1.0,50.0,7.0,,,714.0,2.0,,,0.0,,,25.0,3.5,,0.0,,,0.0,,,25.0,3.5,,0.0,,,0.0,,,,,,,,,
26,1,27,Ariro,Manufacturing,Wooden Toys,https://arirotoys.com/,2,1,1,0,1.0,Young,2020,Chennai,Tamil Nadu,300.0,25.0,50.0,,50.0,2.5,2000.0,1,1.0,50.0,10.0,,,500.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,25.0,5.0,,25.0,5.0,,0.0,,,,,,,,,
27,1,28,KabiraHandmad,Food,Healthy Edible Oils dairy products spices flour,https://www.kabirafoods.com/,2,1,1,0,1.0,Middle,,Jaipur,Rajasthan,,160.0,3.0,,100.0,5.0,2000.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
28,1,29,Nuutjob,Beauty,Male Intimate Hygiene deo spray,https://nuutjob.com/,2,0,2,0,0.0,Young,2021,Ahmedabad,Gujarat,,0.002,70.0,,25.0,5.0,500.0,1,1.0,25.0,20.0,,,125.0,3.0,,,0.0,,,8.33,6.66,,0.0,,,0.0,,,8.33,6.66,,8.33,6.66,,0.0,,,,,,,,,
29,1,30,Meatyour,Food,Eggs,https://meatyour.com/,3,3,0,0,0.0,Middle,,Pune,Maharashtra,130.0,2.8,30.0,,30.0,5.0,600.0,1,1.0,30.0,20.0,,,150.0,3.0,,,0.0,,,0.0,,,10.0,6.66,,0.0,,,10.0,6.66,,10.0,6.66,,0.0,,,,,,,,,
30,1,31,EventBeep,Education,Student Community App EdTech,https://www.eventbeep.com/,3,2,1,0,,Young,,Pune,Maharashtra,,,,,30.0,2.0,1500.0,1,1.0,30.0,3.0,,,1000.0,3.0,,,10.0,1.0,,0.0,,,0.0,,,0.0,,,10.0,1.0,,10.0,1.0,,0.0,,,,,,,,,
31,1,32,Gopal's56,Food,Fiber Ice Cream,https://www.gopals56.in/,1,1,0,0,0.0,Middle,2014,Delhi,Delhi,80.0,33.0,,,30000.0,25.0,120000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
32,1,33,ARRCOATSurfaceTextures,Manufacturing,Wall Building Surface Textures,https://www.arrcoat.com/,3,3,0,0,0.0,Middle,2019,Delhi,Delhi,,6.0,,,50.0,5.0,1000.0,1,1.0,50.0,15.0,,,333.0,1.0,,,0.0,,,0.0,,,50.0,15.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
33,1,34,Farda,Beauty,Customised Streetwear,https://fardaclothing.com/,2,1,1,0,0.0,Young,2021,Nagpur,Maharashtra,,0.32,115.0,,30.0,10.0,300.0,1,1.0,30.0,20.0,,,150.0,2.0,,,0.0,,,15.0,10.0,,0.0,,,0.0,,,15.0,10.0,,0.0,,,0.0,,,,,,,,,
34,1,35,Auli,Beauty,Ayurvedic Products Skincare Lifestyle,https://aulilifestyle.com/,1,0,1,0,0.0,Middle,,Kolkata,West Bengal,,16.0,80.0,,75.0,4.0,1875.0,1,1.0,75.0,15.0,,,500.0,1.0,,,0.0,,,75.0,15.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
35,1,36,SweeDesi,Food,Indian Sweets Online,https://www.sweedesi.com/,2,1,1,0,1.0,Middle,,Pune,Maharashtra,,,,,40.0,3.0,1333.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
36,1,37,LOKA,Technology,Metaverse App,https://www.lokaworld.app/,1,1,0,0,0.0,Young,,Delhi,Delhi,,,,,40.0,5.0,800.0,1,1.0,40.0,24.0,,,167.0,3.0,,,0.0,,,0.0,,,13.33,8.0,,0.0,,,13.33,8.0,,13.33,8.0,,0.0,,,,,,,,,
37,1,38,Annie,Education,Thinkerbell labs Braille Literary Device,https://www.thinkerbelllabs.com/annie,4,3,1,0,1.0,Young,2016,Bangalore,Karnataka,,4.0,,,30.0,0.5,6000.0,1,1.0,105.0,3.0,,,3500.0,3.0,,,0.0,,,35.0,1.0,,35.0,1.0,,0.0,,,0.0,,,35.0,1.0,,0.0,,,,,,,,,
38,1,39,Carragreen,Manufacturing,Eco-Friendly boxes,https://carragreen.com/,2,0,2,0,0.0,Middle,,Indore,Madhya Pradesh,,,,,50.0,10.0,500.0,1,1.0,50.0,20.0,,,250.0,2.0,,,0.0,,,0.0,,,25.0,10.0,,0.0,,,0.0,,,25.0,10.0,,0.0,,,,,,,,,
39,1,40,TheYarnBazaar,Manufacturing,Yarn-Trading App Online Marketplace for Yarn,https://theyarnbazaar.com/,1,1,0,0,0.0,Middle,,Mumbai,Maharashtra,180.0,,,,50.0,2.0,2500.0,1,1.0,100.0,10.0,,,1000.0,4.0,,,25.0,2.5,,0.0,,,25.0,2.5,,0.0,,,25.0,2.5,,25.0,2.5,,0.0,,,,,,,,,
40,1,41,TheRenalProject,Health,Home Dialysis Treatment,https://www.therenalproject.com/,1,1,0,0,0.0,Middle,2019,Mumbai,Maharashtra,90.0,,,,100.0,3.0,3333.0,1,1.0,100.0,6.0,,,1667.0,2.0,,,0.0,,,50.0,3.0,,0.0,,,0.0,,,50.0,3.0,,0.0,,,0.0,,,,,,,,,
41,1,42,MorrikoPureFoods,Food,Healthy Food Snacks Kamdhenu foods,https://morrikopurefoods.com/,3,2,1,0,0.0,Middle,2018,Valsad,Gujarat,,16.0,,,100.0,3.0,3333.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
42,1,43,GoodGoodPiggy,Technology,Digital Piggy Bank,https://goodgoodpiggy.com/,2,0,2,0,0.0,Young,,Delhi,Delhi,0.0,,,,45.0,5.0,900.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
43,1,44,HammerLifestyle,Electronics,Smart Audio Products,https://hammeronline.in/,3,3,0,0,0.0,Young,,Panipat,Haryana,1000.0,,,,30.0,3.0,1000.0,1,1.0,100.0,40.0,,,250.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,100.0,40.0,,0.0,,,0.0,,,,,,,,,
44,1,45,PNT,Technology,Robotics and Automation Solutions,https://pntsolutions.in/,2,2,0,0,0.0,Young,2021,Mumbai,Maharashtra,,,,,50.0,4.0,1250.0,1,1.0,25.0,25.0,25.0,,100.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,25.0,25.0,25.0,0.0,,,,,,,,,
45,1,46,Cocofit,Food,Coconut based beverage franchise,https://www.cocofit.in/,3,3,0,0,0.0,Middle,2019,Hyderabad,Telangana,100.0,,95.0,,5e-05,5.0,0.0,1,1.0,5e-05,5.0,,,0.0,3.0,,,0.0,,,1.6e-05,1.666,,1.6e-05,1.666,,0.0,,,1.6e-05,1.666,,0.0,,,0.0,,,,,,,,,
46,1,47,BambooIndia,Manufacturing,Bamboo Products,https://www.bambooindia.com/,2,1,1,0,1.0,Middle,2016,Pune,Maharashtra,,20.0,,,80.0,4.0,2000.0,1,1.0,50.0,3.5,30.0,,1429.0,2.0,,,25.0,1.75,15.0,0.0,,,25.0,1.75,15.0,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
47,1,48,FlyingFur,Pets,Dog pets Hygiene,https://flyingfur.in/,3,2,1,0,0.0,Middle,,Delhi,Delhi,,,,,75.0,7.0,1071.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
48,1,49,BeyondWater,Food,Liquid Water Enhancer,https://drinkbeyond.co.in/,2,1,1,0,0.0,Young,2020,Kolkata,West Bengal,,10.0,,,75.0,4.0,1875.0,1,1.0,75.0,15.0,,,500.0,2.0,,,0.0,,,37.5,7.5,,0.0,,,0.0,,,37.5,7.5,,0.0,,,0.0,,,,,,,,,
49,1,50,Let'sTry,Food,Healthy Snacks,https://www.letstryfoods.com/,4,1,3,0,1.0,Middle,2017,Delhi,Delhi,,3.0,55.0,,45.0,2.0,2250.0,1,1.0,45.0,12.0,,,375.0,2.0,,,0.0,,,0.0,,,22.5,6.0,,0.0,,,22.5,6.0,,0.0,,,0.0,,,,,,,,,
50,1,51,FindYourKicksIndia,Beauty,Sneaker Resale,https://findyourkicksindia.co/,3,3,0,0,0.0,Young,2021,Ludhiana,Punjab,,3.5,,,50.0,10.0,500.0,1,1.0,50.0,25.0,,,200.0,5.0,,,10.0,5.0,,10.0,5.0,,10.0,5.0,,0.0,,,10.0,5.0,,10.0,5.0,,0.0,,,,,,,,,
51,1,52,AasVidyalaya,Education,EdTech App,https://www.aasvidyalaya.com/,2,1,1,0,1.0,Middle,2019,Mumbai,Maharashtra,150.0,,,,150.0,3.0,5000.0,1,1.0,150.0,15.0,,,1000.0,3.0,,,50.0,5.0,,50.0,5.0,,0.0,,,0.0,,,0.0,,,50.0,5.0,,0.0,,,,,,,,,
52,1,53,Outbox,Services,Premium Surprise-Planning,https://www.outboxsurprises.com/,2,1,1,0,1.0,Young,2017,Kolkata,West Bengal,110.0,,,,50.0,5.0,1000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
53,1,54,RoadBounce,Technology,Pothole Detection Software and Data,https://www.roadbounce.com/,1,1,0,0,0.0,Middle,2016,Pune,Maharashtra,250.0,,,,80.0,10.0,800.0,1,1.0,80.0,20.0,,,400.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,80.0,20.0,,0.0,,,,,,,,,
54,1,55,Mommy'sKitchen,Food,Thin Crust Pizza,https://mommys.kitchen/,3,2,1,0,0.0,Middle,2016,Mumbai,Maharashtra,,4.5,,,90.0,3.0,3000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
55,1,56,IndiaHempandCo,Food,Hemp Food Products,https://www.indiahempandco.com/,1,0,1,0,0.0,Middle,2019,Bangalore,Karnataka,,2.0,,,50.0,4.0,1250.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
56,1,57,Otua,Vehicles,Electric Auto Vehicle Dandera,https://www.danderaelectric.com/,2,2,0,0,0.0,Middle,2018,Gurgaon,Haryana,,,,,100.0,1.0,10000.0,1,1.0,1.0,1.0,99.0,,100.0,1.0,,,1.0,1.0,99.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
57,1,58,Anthyesti,Services,Funeral Service the last rites,https://anthyesti.com/,1,0,1,0,0.0,Middle,2015,Bangalore,Karnataka,116.0,,50.0,,50.0,2.5,2000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
58,1,59,Ethik,Manufacturing,Leather-free Shoes,https://www.ethik.in/,2,2,0,0,0.0,Middle,2012,Bangalore,Karnataka,,1.0,,,15.0,5.0,300.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
59,1,60,WeSTOCK,Pets,Brainwired Livestock health monitoring AI pets ear tag,https://www.brainwired.in/,2,2,0,0,0.0,Middle,,Ernakulam,Kerala,55.0,,,,50.0,5.0,1000.0,1,1.0,60.0,10.0,,,600.0,4.0,,,15.0,2.5,,15.0,2.5,,0.0,,,0.0,,,15.0,2.5,,15.0,2.5,,0.0,,,,,,,,,
